City,Code,Date,Time,Prayer,AzanType
Fujairah,F,2025-04-10,03:46 PM,Asr,Regular
Fujairah,F,2025-04-10,06:38 PM,Maghrib,Regular
Fujairah,F,2025-04-10,07:54 PM,Isha,Regular
Fujairah,F,2025-04-11,04:38 AM,Fajr,Fajr
Fujairah,F,2025-04-11,12:18 PM,Duhur,Regular
Fujairah,F,2025-04-11,03:46 PM,Asr,Regular
Fujairah,F,2025-04-11,06:39 PM,Maghrib,Regular
Fujairah,F,2025-04-11,07:54 PM,Isha,Regular
Fujairah,F,2025-04-12,04:37 AM,Fajr,Fajr
Fujairah,F,2025-04-12,12:18 PM,Duhur,Regular
Fujairah,F,2025-04-12,03:45 PM,Asr,Regular
Fujairah,F,2025-04-12,06:39 PM,Maghrib,Regular
Fujairah,F,2025-04-12,07:55 PM,Isha,Regular
Fujairah,F,2025-04-13,04:36 AM,Fajr,Fajr
Fujairah,F,2025-04-13,12:18 PM,Duhur,Regular
Fujairah,F,2025-04-13,03:45 PM,Asr,Regular
Fujairah,F,2025-04-13,06:39 PM,Maghrib,Regular
Fujairah,F,2025-04-13,07:56 PM,Isha,Regular
Fujairah,F,2025-04-14,04:35 AM,Fajr,Fajr
Fujairah,F,2025-04-14,12:17 PM,Duhur,Regular
Fujairah,F,2025-04-14,03:45 PM,Asr,Regular
Fujairah,F,2025-04-14,06:40 PM,Maghrib,Regular
Fujairah,F,2025-04-14,07:56 PM,Isha,Regular
Fujairah,F,2025-04-15,04:33 AM,Fajr,Fajr
Fujairah,F,2025-04-15,12:17 PM,Duhur,Regular
Fujairah,F,2025-04-15,03:45 PM,Asr,Regular
Fujairah,F,2025-04-15,06:40 PM,Maghrib,Regular
Fujairah,F,2025-04-15,07:57 PM,Isha,Regular
Fujairah,F,2025-04-16,04:32 AM,Fajr,Fajr
Fujairah,F,2025-04-16,12:17 PM,Duhur,Regular
Fujairah,F,2025-04-16,03:44 PM,Asr,Regular
Fujairah,F,2025-04-16,06:41 PM,Maghrib,Regular
Fujairah,F,2025-04-16,07:57 PM,Isha,Regular
Fujairah,F,2025-04-17,04:31 AM,Fajr,Fajr
Fujairah,F,2025-04-17,12:17 PM,Duhur,Regular
Fujairah,F,2025-04-17,03:44 PM,Asr,Regular
Fujairah,F,2025-04-17,06:41 PM,Maghrib,Regular
Fujairah,F,2025-04-17,07:58 PM,Isha,Regular
Fujairah,F,2025-04-18,04:30 AM,Fajr,Fajr
Fujairah,F,2025-04-18,12:16 PM,Duhur,Regular
Fujairah,F,2025-04-18,03:44 PM,Asr,Regular
Fujairah,F,2025-04-18,06:42 PM,Maghrib,Regular
Fujairah,F,2025-04-18,07:59 PM,Isha,Regular
Fujairah,F,2025-04-19,04:29 AM,Fajr,Fajr
Fujairah,F,2025-04-19,12:16 PM,Duhur,Regular
Fujairah,F,2025-04-19,03:44 PM,Asr,Regular
Fujairah,F,2025-04-19,06:42 PM,Maghrib,Regular
Fujairah,F,2025-04-19,07:59 PM,Isha,Regular
Fujairah,F,2025-04-20,04:28 AM,Fajr,Fajr
Fujairah,F,2025-04-20,12:16 PM,Duhur,Regular
Fujairah,F,2025-04-20,03:43 PM,Asr,Regular
Fujairah,F,2025-04-20,06:43 PM,Maghrib,Regular
Fujairah,F,2025-04-20,08:00 PM,Isha,Regular
Fujairah,F,2025-04-21,04:27 AM,Fajr,Fajr
Fujairah,F,2025-04-21,12:16 PM,Duhur,Regular
Fujairah,F,2025-04-21,03:43 PM,Asr,Regular
Fujairah,F,2025-04-21,06:43 PM,Maghrib,Regular
Fujairah,F,2025-04-21,08:01 PM,Isha,Regular
Fujairah,F,2025-04-22,04:26 AM,Fajr,Fajr
Fujairah,F,2025-04-22,12:16 PM,Duhur,Regular
Fujairah,F,2025-04-22,03:43 PM,Asr,Regular
Fujairah,F,2025-04-22,06:44 PM,Maghrib,Regular
Fujairah,F,2025-04-22,08:01 PM,Isha,Regular
Fujairah,F,2025-04-23,04:25 AM,Fajr,Fajr
Fujairah,F,2025-04-23,12:15 PM,Duhur,Regular
Fujairah,F,2025-04-23,03:43 PM,Asr,Regular
Fujairah,F,2025-04-23,06:44 PM,Maghrib,Regular
Fujairah,F,2025-04-23,08:02 PM,Isha,Regular
Fujairah,F,2025-04-24,04:24 AM,Fajr,Fajr
Fujairah,F,2025-04-24,12:15 PM,Duhur,Regular
Fujairah,F,2025-04-24,03:42 PM,Asr,Regular
Fujairah,F,2025-04-24,06:45 PM,Maghrib,Regular
Fujairah,F,2025-04-24,08:03 PM,Isha,Regular
Fujairah,F,2025-04-25,04:23 AM,Fajr,Fajr
Fujairah,F,2025-04-25,12:15 PM,Duhur,Regular
Fujairah,F,2025-04-25,03:42 PM,Asr,Regular
Fujairah,F,2025-04-25,06:45 PM,Maghrib,Regular
Fujairah,F,2025-04-25,08:03 PM,Isha,Regular
Fujairah,F,2025-04-26,04:22 AM,Fajr,Fajr
Fujairah,F,2025-04-26,12:15 PM,Duhur,Regular
Fujairah,F,2025-04-26,03:42 PM,Asr,Regular
Fujairah,F,2025-04-26,06:46 PM,Maghrib,Regular
Fujairah,F,2025-04-26,08:04 PM,Isha,Regular
Fujairah,F,2025-04-27,04:21 AM,Fajr,Fajr
Fujairah,F,2025-04-27,12:15 PM,Duhur,Regular
Fujairah,F,2025-04-27,03:42 PM,Asr,Regular
Fujairah,F,2025-04-27,06:46 PM,Maghrib,Regular
Fujairah,F,2025-04-27,08:05 PM,Isha,Regular
Fujairah,F,2025-04-28,04:20 AM,Fajr,Fajr
Fujairah,F,2025-04-28,12:15 PM,Duhur,Regular
Fujairah,F,2025-04-28,03:41 PM,Asr,Regular
Fujairah,F,2025-04-28,06:47 PM,Maghrib,Regular
Fujairah,F,2025-04-28,08:05 PM,Isha,Regular
Fujairah,F,2025-04-29,04:19 AM,Fajr,Fajr
Fujairah,F,2025-04-29,12:14 PM,Duhur,Regular
Fujairah,F,2025-04-29,03:41 PM,Asr,Regular
Fujairah,F,2025-04-29,06:47 PM,Maghrib,Regular
Fujairah,F,2025-04-29,08:06 PM,Isha,Regular
Fujairah,F,2025-04-30,04:18 AM,Fajr,Fajr
Fujairah,F,2025-04-30,12:14 PM,Duhur,Regular
Fujairah,F,2025-04-30,03:41 PM,Asr,Regular
Fujairah,F,2025-04-30,06:48 PM,Maghrib,Regular
Fujairah,F,2025-04-30,08:07 PM,Isha,Regular
